EC_number,Type,Value,Substrate,enzymeType,Organism
3.1.4.35,km,0.002,"3',5'-cGMP",wildtype,Bombyx mori
3.1.4.35,km,0.003,"3',5'-cGMP",wildtype,Rattus norvegicus
3.1.4.35,km,0.0036,"3',5'-cGMP",wildtype,Bos taurus
3.1.4.35,km,0.0047,"3',5'-cGMP",wildtype,Mus musculus
3.1.4.35,km,0.0056,"3',5'-cGMP",wildtype,Bos taurus
3.1.4.35,km,0.01,"3',5'-cGMP",wildtype,Strongylocentrotus purpuratus
3.1.4.35,km,0.0319,"3',5'-cGMP",wildtype,Cavia porcellus
3.1.4.35,km,0.037,"3',5'-cGMP",wildtype,Drosophila melanogaster
3.1.4.35,km,0.065,"3',5'-cGMP",wildtype,Homo sapiens
3.1.4.35,km,0.066,"3',5'-cGMP",wildtype,Strongylocentrotus purpuratus
3.1.4.35,km,0.078,"3',5'-cGMP",wildtype,Bos taurus
3.1.4.35,km,0.973,"3',5'-cGMP",wildtype,Bacillus licheniformis
3.1.4.35,km,0.13,"3',5'-cGMP",wildtype,Lithobates catesbeianus
3.1.4.35,km,1.0,"3',5'-cGMP",wildtype,Lithobates catesbeianus
3.1.4.35,km,0.0247,2'-O-anthraniloyl-cGMP,wildtype,Homo sapiens
3.1.4.35,km,0.0651,2'-O-anthraniloyl-cGMP,wildtype,Homo sapiens
3.1.4.35,km,0.012,2'-O-anthraniloyl cGMP,wildtype,Rattus norvegicus
3.1.4.37,km,0.18,ATP,wildtype,Escherichia coli
3.1.4.37,km,0.19,ADP,wildtype,Escherichia coli
3.1.4.37,km,0.1,diphosphate,wildtype,Escherichia coli
3.1.4.37,km,0.13,CTP,wildtype,Escherichia coli
3.1.4.37,km,6.2,p-nitrophenyl phosphate,wildtype,Escherichia coli
3.1.4.37,km,0.53,CDP,wildtype,Escherichia coli
3.1.4.37,km,0.046,3'-AMP,wildtype,Bacillus subtilis
3.1.4.37,km,0.76,2'-AMP,wildtype,Escherichia coli
3.1.4.37,km,0.16,bis-p-nitrophenyl phosphate,wildtype,Bacillus subtilis
3.1.4.37,km,0.25,"2',3'-cAMP",wildtype,Homo sapiens
3.1.4.37,km,0.37,"2',3'-cAMP",wildtype,Bos taurus
3.1.4.37,km,0.38,"2',3'-cAMP",wildtype,Sus scrofa
3.1.4.37,km,0.49,"2',3'-cAMP",wildtype,Escherichia coli
3.1.4.37,km,0.537,"2',3'-cAMP",wildtype,Mus musculus
3.1.4.37,km,1.64,"2',3'-cAMP",wildtype,Rattus norvegicus
3.1.4.37,km,1.9,"2',3'-cAMP",wildtype,Bos taurus
3.1.4.37,km,2.15,"2',3'-cAMP",wildtype,Rattus norvegicus
3.1.4.37,km,6.0,"2',3'-cAMP",wildtype,Rattus norvegicus
3.1.4.37,km,6.0,"2',3'-cAMP",wildtype,Rattus norvegicus
3.1.4.37,km,13.1,"2',3'-cAMP",wildtype,Triticum aestivum
3.1.4.37,km,0.49,"cyclic 2',3'-AMP",wildtype,Escherichia coli
3.1.4.37,km,18.0,"cyclic 2',3'-AMP",wildtype,Acetivibrio thermocellus
3.1.4.37,km,0.23,"2',3'-cNADP",wildtype,Bos taurus
3.1.4.37,km,0.237,"2',3'-cNADP",wildtype,Rattus norvegicus
3.1.4.37,km,0.295,"2',3'-cNADP",wildtype,Rattus norvegicus
3.1.4.37,km,0.47,"2',3'-cNADP",wildtype,Rattus norvegicus
3.1.4.37,km,0.51,"2',3'-cNADP",wildtype,Rattus norvegicus
3.1.4.37,km,0.55,"2',3'-cNADP",wildtype,Bos taurus
3.1.4.37,km,0.15,NADP,wildtype,Escherichia coli
3.1.4.37,km,0.57,"2',3'-cGMP",wildtype,Bos taurus
3.1.4.37,km,1.6,"2',3'-cGMP",wildtype,Escherichia coli
3.1.4.37,km,9.2,"2',3'-cGMP",wildtype,Triticum aestivum
3.1.4.37,km,0.8,"2',3'-cCMP",wildtype,Bos taurus
3.1.4.37,km,5.6,"2',3'-cCMP",wildtype,Bos taurus
3.1.4.37,km,25.2,"2',3'-cCMP",wildtype,Triticum aestivum
3.1.4.37,km,8.3,"2',3'-cUMP",wildtype,Bos taurus
3.1.4.37,km,25.3,"2',3'-cUMP",wildtype,Triticum aestivum
3.1.4.37,km,1.6,"cyclic 2',3'-GMP",wildtype,Escherichia coli
3.1.4.37,km,0.553,"2',3'-Cyclic AMP",wildtype,Mus musculus
3.1.4.37,km,10.0,"1,N6-Etheno-2-azaadenosine-2',3'-cyclic monophosphate",wildtype,Rattus norvegicus
3.1.4.37,km,8.3,"1,N6-Ethenoadenosine-2',3'-cyclic monophosphate",wildtype,Rattus norvegicus
3.1.4.37,km,0.553,"2',3'-cNADP+",wildtype,Mus musculus
3.1.4.38,km,66.6,4-nitrophenyl phosphate,wildtype,Rattus norvegicus
3.1.4.38,km,2.0,lysophosphatidylcholine,wildtype,Bos taurus
3.1.4.38,km,0.048,sn-glycero-3-phosphocholine,wildtype,Mus musculus
3.1.4.38,km,0.2,sn-glycero-3-phosphocholine,wildtype,Rattus norvegicus
3.1.4.38,km,2.0,sn-glycero-3-phosphocholine,wildtype,Rattus norvegicus
3.1.4.38,km,5.0,sn-glycero-3-phosphocholine,wildtype,Bos taurus
3.1.4.38,km,0.0055,p-nitrophenylphosphocholine,wildtype,Mus musculus
3.1.4.38,km,0.015,p-nitrophenylphosphocholine,wildtype,Bos taurus
3.1.4.38,km,0.016,p-nitrophenylphosphocholine,wildtype,Bos taurus
3.1.4.38,km,0.016,p-nitrophenylphosphocholine,wildtype,Bos taurus
3.1.4.38,km,0.33,p-nitrophenylphosphocholine,wildtype,Rattus norvegicus
3.1.4.38,km,0.074,p-aminophenylphosphocholine,wildtype,Bos taurus
3.1.4.38,km,0.3,p-nitrophenylphosphorylthymidine,wildtype,Rattus norvegicus
3.1.4.38,km,0.005,lysosphingomyelin,wildtype,Bos taurus
3.1.4.38,km,0.034,4-nitrophenyl phosphocholine,wildtype,Bos taurus
3.1.4.38,km,1.41,sn-glycerol-3-phosphocholine,wildtype,Streptomyces sanglieri
3.1.4.39,km,0.094,lysophosphatidylcholine,wildtype,Mus musculus
3.1.4.39,km,0.1,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.15,lysophosphatidylcholine,wildtype,Streptomyces chromofuscus
3.1.4.39,km,0.47,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.47,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.49,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.49,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.55,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.55,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.66,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,0.66,lysophosphatidylcholine,wildtype,Homo sapiens
3.1.4.39,km,1.0,lysophosphatidylcholine,wildtype,Mus musculus
3.1.4.39,km,0.097,1-alkyl-sn-glycero-3-phosphocholine,wildtype,Hemiscorpius lepturus
3.1.4.39,km,0.32,1-O-alkyl-sn-glycero-3-phosphocholine,wildtype,Mus musculus
3.1.4.39,km,0.0026,FS-3,wildtype,Homo sapiens
3.1.4.39,km,0.0037,FS-3,wildtype,Homo sapiens
3.1.4.39,km,0.0063,FS-3,wildtype,Homo sapiens
3.1.4.39,km,0.073,lysophosphatidylcholine 18:1,wildtype,Homo sapiens
3.1.4.39,km,0.066,lysophosphatidylcholine 16:0,wildtype,Homo sapiens
3.1.4.39,km,0.7,4-nitrophenyl-TMP,wildtype,Homo sapiens
3.1.4.39,km,5.6,4-nitrophenyl-TMP,wildtype,Homo sapiens
3.1.4.39,km,0.1,1-alkyl-sn-glycero-3-phosphoethanolamine,wildtype,Mus musculus
3.1.4.39,km,0.089,lysophosphatidylcholine 18:0,wildtype,Homo sapiens
3.1.4.39,km,0.0031,FS-2,wildtype,Homo sapiens
3.1.4.39,km,0.0063,"5-[[(23R)-33-(4-[[4-(dimethylamino)phenyl]diazenyl]phenyl)-20,23-dihydroxy-20-oxido-15,33-dioxo-3,6,9,12,19,21,25-heptaoxa-16,32-diaza-20-phosphatritriacont-1-yl]carbamoyl]-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid",wildtype,Homo sapiens
3.1.4.39,km,0.176,1-palmitoyl-glycerophoshorylcholine,wildtype,Rattus norvegicus
3.1.4.39,km,0.0207,1-palmitoyl-2-lyso-glycerophoshorylcholine,wildtype,Rattus norvegicus
3.1.4.39,km,0.101,1-stearoyl-2-lyso-glycerophoshorylcholine,wildtype,Rattus norvegicus
3.1.4.39,km,0.0083,1-linoleoyl-2-lyso-glycerophoshorylcholine,wildtype,Rattus norvegicus
3.1.4.39,km,0.0267,1-O-hexadecyl-2-lyso-glycerophosphorylcholine,wildtype,Rattus norvegicus
3.1.4.39,km,0.004,coumarin-phosphate-fluorescein,wildtype,Mammalia
3.1.4.39,km,0.004,"[5-[[(23S)-33-(4-[(E)-[4-(dimethylamino)phenyl]diazenyl]phenyl)-20,23-dihydroxy-20-oxido-15,26,33-trioxo-3,6,9,12,19,21,25-heptaoxa-16,32-diaza-20-phosphatritriacont-1-yl]carbamoyl]-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)phenyl]acetic acid",wildtype,Mammalia
3.1.4.4,km,202.0,ethanol,wildtype,Bos taurus
3.1.4.4,km,388.0,glycerol,wildtype,Brassica oleracea var. capitata
3.1.4.4,km,0.0015,phosphatidylcholine,wildtype,Streptomyces antibioticus
3.1.4.4,km,0.072,phosphatidylcholine,wildtype,Arachis hypogaea
3.1.4.4,km,0.29,phosphatidylcholine,wildtype,Oryza sativa
3.1.4.4,km,0.4,phosphatidylcholine,wildtype,Homo sapiens
3.1.4.4,km,0.51,phosphatidylcholine,wildtype,Bos taurus
3.1.4.4,km,0.6,phosphatidylcholine,wildtype,Streptomyces olivochromogenes
3.1.4.4,km,0.7,phosphatidylcholine,wildtype,Actinomadura sp.
3.1.4.4,km,0.75,phosphatidylcholine,wildtype,Rattus norvegicus
3.1.4.4,km,0.75,phosphatidylcholine,wildtype,Rattus norvegicus
3.1.4.4,km,0.75,phosphatidylcholine,wildtype,Vigna radiata
3.1.4.4,km,0.8,phosphatidylcholine,wildtype,Sus scrofa
3.1.4.4,km,0.95,phosphatidylcholine,wildtype,Streptomyces tendae
3.1.4.4,km,4.0,phosphatidylcholine,wildtype,Brassica napus
3.1.4.4,km,1.16,phosphatidylcholine,wildtype,Streptomyces sp.
3.1.4.4,km,1.43,phosphatidylcholine,wildtype,Streptomyces chromofuscus
3.1.4.4,km,1.6,phosphatidylcholine,wildtype,Glycine max
3.1.4.4,km,1.84,phosphatidylcholine,wildtype,Brassica juncea var. juncea
3.1.4.4,km,2.2,phosphatidylcholine,wildtype,Arachis hypogaea
3.1.4.4,km,2.5,phosphatidylcholine,wildtype,Arachis hypogaea
3.1.4.4,km,0.91,phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,0.91,phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,4.0,phosphatidylethanolamine,wildtype,Streptomyces hachijoensis
3.1.4.4,km,0.56,sphingomyelin,wildtype,Streptomyces chromofuscus
3.1.4.4,km,1.0,lysophosphatidylcholine,wildtype,Brassica oleracea var. capitata
3.1.4.4,km,1.07,lysophosphatidylcholine,wildtype,Actinomadura sp.
3.1.4.4,km,1.67,lysophosphatidylcholine,wildtype,Streptomyces chromofuscus
3.1.4.4,km,3.0,lysophosphatidylcholine,wildtype,Brassica oleracea var. capitata
3.1.4.4,km,0.6,bis(p-nitrophenyl)phosphate,wildtype,Streptomyces chromofuscus
3.1.4.4,km,0.78,dipalmitoylphosphatidylcholine,wildtype,Rattus norvegicus
3.1.4.4,km,0.78,dipalmitoylphosphatidylcholine,wildtype,Rattus norvegicus
3.1.4.4,km,0.0046,N-palmitoyl-phosphatidylethanolamine,wildtype,Homo sapiens
3.1.4.4,km,0.0047,N-palmitoyl-phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,0.0059,N-palmitoyl-phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,0.008,N-palmitoyl-phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,0.045,N-palmitoyl-phosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.4,km,9.5,p-Nitrophenylphosphorylcholine,wildtype,Daucus carota
3.1.4.4,km,0.271,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,wildtype,Streptomyces sp. NA684
3.1.4.4,km,0.0015,dioleoyl-phosphatidylcholine,wildtype,Streptomyces antibioticus
3.1.4.4,km,1.5,dioleoyl-phosphatidylcholine,wildtype,Streptomyces antibioticus
3.1.4.4,km,0.23,diheptanoylphosphatidylcholine,wildtype,Streptomyces chromofuscus
3.1.4.4,km,2.64,dihexanoylphosphatidylcholine,wildtype,Brassica oleracea
3.1.4.4,km,0.075,phosphatidyl-p-nitrophenol,wildtype,Streptomyces septatus
3.1.4.4,km,1.16,phosphatidyl-p-nitrophenol,wildtype,Streptomyces septatus
3.1.4.4,km,0.16,"1,2-dibutyl-sn-glycero-3-phosphocholine",wildtype,Streptomyces chromofuscus
3.1.4.4,km,0.2,dibutyroylphosphatidylcholine,wildtype,Streptomyces chromofuscus
3.1.4.4,km,0.0513,L-alpha-lysophosphatidylcholine,wildtype,Streptomyces sp. NA684
3.1.4.40,km,0.00088,CMP-N-acylneuraminate,wildtype,Neisseria meningitidis
3.1.4.40,km,0.4,CMP-N-acylneuraminate,wildtype,Rattus norvegicus
3.1.4.40,km,0.47,CMP-N-acylneuraminate,wildtype,Bos taurus
3.1.4.40,km,0.6,CMP-N-acylneuraminate,wildtype,Bos taurus
3.1.4.41,km,0.00076,sphingomyelin,wildtype,Loxosceles intermedia
3.1.4.41,km,0.02,sphingomyelin,wildtype,Rattus norvegicus
3.1.4.41,km,0.064,sphingomyelin,wildtype,Loxosceles intermedia
3.1.4.41,km,0.113,sphingomyelin,wildtype,Loxosceles intermedia
3.1.4.41,km,6.2,sphingomyelin,wildtype,Corynebacterium pseudotuberculosis
3.1.4.41,km,0.00082,lysophosphatidylcholine,wildtype,Loxosceles intermedia
3.1.4.41,km,8.3,lysophosphatidylcholine,wildtype,Corynebacterium pseudotuberculosis
3.1.4.41,km,0.022,1-O-hexadecylglycero-3-phosphocholine,wildtype,Corynebacterium pseudotuberculosis
3.1.4.41,km,0.044,1-O-hexadecylglycero-3-phosphocholine,wildtype,Loxosceles laeta
3.1.4.42,km,7.2,"glycerol 1,2-cyclic phosphate",wildtype,Sus scrofa
3.1.4.43,km,2.2,sn-glycero-3-phospho-1-inositol,wildtype,Rattus norvegicus
3.1.4.44,km,12.0,1-(sn-glycero-3-phospho)-1D-myo-inositol,wildtype,Rattus norvegicus
3.1.4.45,km,0.734,UDP-GlcNAc,wildtype,Bos taurus
3.1.4.45,km,0.78,UDP-GlcNAc,wildtype,Homo sapiens
3.1.4.45,km,0.94,UDP-GlcNAc,wildtype,Homo sapiens
3.1.4.45,km,1.3,UDP-N-acetylglucosamine,wildtype,Rattus sp.
3.1.4.45,km,1.6,N-acetylglucosamine 1-phosphate,wildtype,Rattus sp.
3.1.4.45,km,0.19,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Rattus sp.
3.1.4.45,km,0.4,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Homo sapiens
3.1.4.45,km,0.43,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Homo sapiens
3.1.4.45,km,0.45,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Homo sapiens
3.1.4.45,km,0.49,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Bos taurus
3.1.4.45,km,0.74,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Bos taurus
3.1.4.45,km,0.76,methyl 6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannose,wildtype,Homo sapiens
3.1.4.45,km,0.74,dinitrophenyl alpha-N-acetyl-Dglucosaminide,wildtype,Clostridium perfringens
3.1.4.45,km,0.0011,4-nitrophenyl alpha-N-acetyl-D-glucosaminide,wildtype,Clostridium perfringens
3.1.4.45,km,31.0,N-acetylglucosamine-phosphate,wildtype,Homo sapiens
3.1.4.45,km,0.04,N-[6-O-(N-acetyl-alpha-D-glucosaminyl)phospho-alpha-D-mannosyl]-[uteroferrin]-L-asparagine,wildtype,Homo sapiens
3.1.4.46,km,0.12,p-nitrophenyl phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,2.68,p-nitrophenyl phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,7.75,p-nitrophenyl phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,0.036,glycerophosphocholine,wildtype,Daucus carota
3.1.4.46,km,0.05,glycerophosphocholine,wildtype,Daucus carota
3.1.4.46,km,0.2,glycerophosphocholine,wildtype,Escherichia coli
3.1.4.46,km,2.0,glycerophosphocholine,wildtype,Escherichia coli K-12
3.1.4.46,km,2.0,glycerophosphocholine,wildtype,Escherichia coli
3.1.4.46,km,0.12,bis(p-nitrophenyl) phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,0.23,bis(p-nitrophenyl) phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,0.77,bis(p-nitrophenyl) phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,1.8,bis(p-nitrophenyl) phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,3.95,bis(p-nitrophenyl) phosphate,wildtype,Klebsiella aerogenes
3.1.4.46,km,0.2,glycerophosphoethanolamine,wildtype,Escherichia coli
3.1.4.46,km,0.22,glycerophosphoethanolamine,wildtype,Escherichia coli K-12
3.1.4.46,km,0.22,glycerophosphoethanolamine,wildtype,Escherichia coli
3.1.4.46,km,0.66,glycerophosphoserine,wildtype,Escherichia coli K-12
3.1.4.46,km,0.66,glycerophosphoserine,wildtype,Escherichia coli
3.1.4.46,km,0.2,glycerophosphoglycerol,wildtype,Escherichia coli
3.1.4.46,km,0.62,glycerophosphoglycerol,wildtype,Escherichia coli K-12
3.1.4.46,km,0.62,glycerophosphoglycerol,wildtype,Escherichia coli
3.1.4.46,km,0.39,glycerophosphoinositol,wildtype,Escherichia coli K-12
3.1.4.46,km,0.39,glycerophosphoinositol,wildtype,Escherichia coli
3.1.4.46,km,3.5,bis(p-nitrophenyl phosphate),wildtype,Klebsiella aerogenes
3.1.4.46,km,7.0,bis(p-nitrophenyl phosphate),wildtype,Klebsiella aerogenes
3.1.4.46,km,0.6,bis(glycerophospho)glycerol,wildtype,Escherichia coli
3.1.4.49,km,0.00043,Mannosylphosphodolichol,wildtype,Gallus gallus
3.1.4.50,km,0.0001,phosphatidylinositol-glycan-anchor of membrane form of acetylcholinesterase,wildtype,Rattus norvegicus
3.1.4.52,km,2.9e-06,"cyclic di-3',5'-guanylate",wildtype,Borreliella burgdorferi
3.1.4.52,km,6e-05,"cyclic di-3',5'-guanylate",wildtype,Vibrio cholerae serotype O1
3.1.4.52,km,0.00042,"cyclic di-3',5'-guanylate",wildtype,Caulobacter vibrioides
3.1.4.52,km,0.0032,"cyclic di-3',5'-guanylate",wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.0032,"cyclic di-3',5'-guanylate",wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.0052,"cyclic di-3',5'-guanylate",wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.02,"cyclic di-3',5'-guanylate",wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.025,"cyclic di-3',5'-guanylate",wildtype,Escherichia coli
3.1.4.52,km,0.119,"cyclic di-3',5'-guanylate",wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.0032,cyclic-di-GMP,wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.017,5'-phosphoguanylyl(3'->5')guanosine,wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.027,5'-phosphoguanylyl(3'->5')guanosine,wildtype,Pseudomonas aeruginosa
3.1.4.52,km,0.03,5'-phosphoguanylyl(3'->5')guanosine,wildtype,Pseudomonas aeruginosa
3.1.4.53,km,0.0001,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0008,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0015,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0045,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0051,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0058,cAMP,wildtype,Homo sapiens
3.1.4.53,km,0.0096,cAMP,wildtype,Dictyostelium discoideum
3.1.4.53,km,0.01,cAMP,wildtype,Dictyostelium discoideum
3.1.4.53,km,0.191,cAMP,wildtype,Trypanosoma cruzi
3.1.4.53,km,0.24,cGMP,wildtype,Homo sapiens
3.1.4.53,km,0.427,cGMP,wildtype,Homo sapiens
3.1.4.53,km,0.00025,"3',5'-cAMP",wildtype,Bos taurus
3.1.4.53,km,0.00099,"3',5'-cAMP",wildtype,Leishmania major
3.1.4.53,km,0.0018,"3',5'-cAMP",wildtype,Homo sapiens
3.1.4.53,km,0.0025,"3',5'-cAMP",wildtype,Bos taurus
3.1.4.53,km,0.0032,"3',5'-cAMP",wildtype,Mus musculus
3.1.4.53,km,0.0033,"3',5'-cAMP",wildtype,Myxococcus xanthus
3.1.4.53,km,0.005,"3',5'-cAMP",wildtype,Myxococcus xanthus
3.1.4.53,km,0.0067,"3',5'-cAMP",wildtype,Pseudomonas aeruginosa
3.1.4.53,km,0.00698,"3',5'-cAMP",wildtype,Leishmania major
3.1.4.53,km,0.0088,"3',5'-cAMP",wildtype,Homo sapiens
3.1.4.53,km,0.01,"3',5'-cAMP",wildtype,Dictyostelium discoideum
3.1.4.53,km,0.5,"3',5'-cAMP",wildtype,Escherichia coli
3.1.4.53,km,1.6,"3',5'-cGMP",wildtype,Homo sapiens
3.1.4.53,km,3e-05,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,5.5e-05,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0001,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.0001,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.00013,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.00015,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.0002,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0002,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.0024,"adenosine 3',5'-cyclic phosphate",wildtype,Trypanosoma brucei
3.1.4.53,km,0.003,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0032,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0038,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0043,"adenosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.53,km,0.0054,"adenosine 3',5'-cyclic phosphate",wildtype,Rattus norvegicus
3.1.4.53,km,0.0058,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.007,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.0073,"adenosine 3',5'-cyclic phosphate",wildtype,Trypanosoma cruzi
3.1.4.53,km,0.0092,"adenosine 3',5'-cyclic phosphate",wildtype,Mus musculus
3.1.4.53,km,0.0096,"adenosine 3',5'-cyclic phosphate",wildtype,Dictyostelium discoideum
3.1.4.53,km,0.0112,"adenosine 3',5'-cyclic phosphate",wildtype,Trypanosoma cruzi
3.1.4.53,km,0.02,"adenosine 3',5'-cyclic phosphate",wildtype,Trypanosoma cruzi
3.1.4.53,km,0.191,"adenosine 3',5'-cyclic phosphate",wildtype,Trypanosoma cruzi
3.1.4.53,km,0.277,"adenosine 3',5'-cyclic phosphate",wildtype,Leishmania mexicana
3.1.4.53,km,0.124,"guanosine 3',5'-cyclic phosphate",wildtype,Homo sapiens
3.1.4.54,km,0.002,"N-palmitoyl-1,2-dioleoyl-phosphatidylethanolamine",wildtype,Rattus norvegicus
3.1.4.54,km,0.0046,"N-palmitoyl-1,2-dioleoyl-phosphatidylethanolamine",wildtype,Homo sapiens
3.1.4.54,km,0.0047,"N-palmitoyl-1,2-dioleoyl-phosphatidylethanolamine",wildtype,Rattus norvegicus
3.1.4.54,km,0.0017,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0022,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0038,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.004,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0069,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.008,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0116,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0122,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0122,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.045,N-palmitoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.04,N-arachidonoylphosphatidylethanolamine,wildtype,Mus musculus
3.1.4.54,km,0.0033,N-palmitoyl-1-palmitoyl-2-linoleoylphosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.0028,"N-arachidonoyl-1,2-dioleoylphosphatidylethanolamine",wildtype,Rattus norvegicus
3.1.4.54,km,0.0029,"N-oleoyl-1,2-dioleoylphosphatidylethanolamine",wildtype,Rattus norvegicus
3.1.4.54,km,0.0034,"N-stearoyl-1,2-dioleoylphosphatidylethanolamine",wildtype,Rattus norvegicus
3.1.4.54,km,0.004,N-palmitoyl-1-palmitoyl-2-lysophosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.54,km,0.004,N-arachidonoyl-1-oleoyl-2-lysophosphatidylethanolamine,wildtype,Rattus norvegicus
3.1.4.55,km,0.11,"2',3'-cAMP",wildtype,Escherichia coli
3.1.4.55,km,0.68,bis(p-nitrophenyl)phosphate,wildtype,Escherichia coli
3.1.4.55,km,2.3,bis(p-nitrophenyl)phosphate,wildtype,Escherichia coli
3.1.4.55,km,2.9,bis(p-nitrophenyl)phosphate,wildtype,Escherichia coli
3.1.4.55,km,3.5,bis(p-nitrophenyl)phosphate,wildtype,Escherichia coli
3.1.4.55,km,0.31,"2',3'-cGMP",wildtype,Escherichia coli
3.1.4.55,km,15.0,thymidine 5'-monophosphate p-nitrophenyl ester,wildtype,Escherichia coli
3.1.4.55,km,0.14,"2',3'-cCMP",wildtype,Escherichia coli
3.1.4.57,km,0.014,"5-phospho-alpha-D-ribose 1,2-cyclic phosphate",wildtype,Eggerthella lenta
3.1.4.57,km,0.023,"D-ribofuranose 2,5-bisphosphate",wildtype,Eggerthella lenta
3.1.4.59,km,0.0809,"cyclic di-3',5'-guanylate",wildtype,Mycolicibacterium smegmatis
