EC_number,Type,Value,Substrate,enzymeType,Organism
1.1.1.270,km,0.067,cycloartenone,wildtype,Zea mays
1.1.1.270,km,0.22,cycloeucalenone,wildtype,Zea mays
1.1.1.270,km,0.1,cyclolaudenone,wildtype,Zea mays
1.1.1.270,km,0.42,DELTA7-cholestenone,wildtype,Zea mays
1.1.1.270,km,0.245,DELTA7-chondrillastenone,wildtype,Zea mays
1.1.1.270,km,0.26,obtusifolione,wildtype,Zea mays
1.1.1.270,km,0.283,isodeoxycholic acid,wildtype,Eggerthella sp. CAG:298
1.1.1.270,km,0.47,3-oxodeoxycholic acid,wildtype,Eggerthella sp. CAG:298
1.1.1.271,km,0.009,NADPH,wildtype,Escherichia coli
1.1.1.271,km,1.025,NADPH,wildtype,Mortierella alpina
1.1.1.271,km,0.023,NADH,wildtype,Sus scrofa
1.1.1.271,km,0.109,NADH,wildtype,Escherichia coli
1.1.1.271,km,1.157,NADH,wildtype,Mortierella alpina
1.1.1.271,km,1.047,GDP-4-dehydro-6-deoxy-alpha-D-mannose,wildtype,Mortierella alpina
1.1.1.271,km,0.014,GDP-4-keto-6-deoxy-D-mannose,wildtype,Sus scrofa
1.1.1.271,km,0.064,GDP-4-keto-6-deoxy-D-mannose,wildtype,Helicobacter pylori
1.1.1.272,km,0.031,NADPH,wildtype,Haloferax mediterranei
1.1.1.272,km,0.046,NADPH,wildtype,Haloferax mediterranei
1.1.1.272,km,0.054,NADPH,wildtype,Haloferax mediterranei
1.1.1.272,km,0.233,NADH,wildtype,Haloferax mediterranei
1.1.1.272,km,0.33,NADH,wildtype,Haloferax mediterranei
1.1.1.272,km,0.5,NADH,wildtype,Haloferax mediterranei
1.1.1.272,km,21.96,pyruvate,wildtype,Haloferax mediterranei
1.1.1.272,km,13.45,2-oxobutyrate,wildtype,Haloferax mediterranei
1.1.1.272,km,106.0,2-oxobutyrate,wildtype,Haloferax mediterranei
1.1.1.272,km,3.77,2-oxoisocaproate,wildtype,Haloferax mediterranei
1.1.1.272,km,13.9,2-oxoisocaproate,wildtype,Haloferax mediterranei
1.1.1.272,km,1.31,2-oxoisoleucine,wildtype,Haloferax mediterranei
1.1.1.272,km,11.9,2-oxoisoleucine,wildtype,Haloferax mediterranei
1.1.1.273,km,0.02,NADPH,wildtype,Rauvolfia serpentina
1.1.1.273,km,0.02,NADPH,wildtype,Rauvolfia serpentina
1.1.1.273,km,0.0167,vellosimine,wildtype,Rauvolfia serpentina
1.1.1.273,km,0.0167,vellosimine,wildtype,Rauvolfia serpentina
1.1.1.273,km,0.11,geissoschizal,wildtype,Rauvolfia serpentina
1.1.1.274,km,0.01,NADPH,wildtype,Corynebacterium sp.
1.1.1.274,km,12.0,NADPH,wildtype,Corynebacterium sp.
1.1.1.274,km,13.0,NADPH,wildtype,Corynebacterium sp.
1.1.1.274,km,1.4,NADH,wildtype,Corynebacterium sp.
1.1.1.274,km,2.6,NADH,wildtype,Corynebacterium sp.
1.1.1.274,km,2.2,glycerol,wildtype,Corynebacterium sp.
1.1.1.274,km,2.05,methylglyoxal,wildtype,Escherichia coli
1.1.1.274,km,2.46,methylglyoxal,wildtype,Escherichia coli
1.1.1.274,km,160.0,dihydroxyacetone,wildtype,Corynebacterium sp.
1.1.1.274,km,0.0312,"2,5-didehydro-D-gluconate",wildtype,Corynebacterium sp.
1.1.1.274,km,1.8,"2,5-didehydro-D-gluconate",wildtype,Corynebacterium sp.
1.1.1.274,km,13.5,"2,5-didehydro-D-gluconate",wildtype,Corynebacterium sp.
1.1.1.274,km,26.0,"2,5-didehydro-D-gluconate",wildtype,Corynebacterium sp.
1.1.1.274,km,130.0,"2,5-didehydro-D-gluconate",wildtype,Corynebacterium sp.
1.1.1.274,km,155.0,5-keto-D-fructose,wildtype,Corynebacterium sp.
1.1.1.274,km,3.1,ethyl 2-methylacetoacetate,wildtype,Escherichia coli
1.1.1.274,km,3.1,ethyl-2-methylacetoacetate,wildtype,Escherichia coli
1.1.1.276,km,0.029,NADP+,wildtype,Agrobacterium tumefaciens
1.1.1.276,km,0.5,NADP+,wildtype,Saccharomyces cerevisiae
1.1.1.276,km,0.54,NADP+,wildtype,Escherichia coli
1.1.1.276,km,40.0,L-serine,wildtype,Escherichia coli
1.1.1.276,km,42.0,L-serine,wildtype,Agrobacterium tumefaciens
1.1.1.276,km,95.0,L-serine,wildtype,Saccharomyces cerevisiae
1.1.1.276,km,44.0,D-serine,wildtype,Agrobacterium tumefaciens
1.1.1.276,km,56.0,D-glycerate,wildtype,Agrobacterium tumefaciens
1.1.1.276,km,3.0,L-allo-threonine,wildtype,Saccharomyces cerevisiae
1.1.1.276,km,29.0,L-allo-threonine,wildtype,Escherichia coli
1.1.1.276,km,54.0,L-Glycerate,wildtype,Agrobacterium tumefaciens
1.1.1.277,km,0.3,NADPH,wildtype,Digitalis purpurea
1.1.1.277,km,0.00139,NADH,wildtype,Digitalis purpurea
1.1.1.277,km,0.0171,"5beta-pregnane-3,20-dione",wildtype,Digitalis purpurea
1.1.1.278,km,0.12,NADPH,wildtype,Digitalis lanata
1.1.1.278,km,0.02,"5alpha-pregnan-3,20-dione",wildtype,Digitalis lanata
1.1.1.279,km,17.0,ethyl 3-oxobutanoate,wildtype,Saccharomyces cerevisiae
1.1.1.279,km,2.0,ethyl 3-oxohexanoate,wildtype,Saccharomyces cerevisiae
1.1.1.28,km,0.0035,NADPH,wildtype,Enterococcus faecium
1.1.1.28,km,0.00044,NAD+,wildtype,Limulus polyphemus
1.1.1.28,km,0.02,NAD+,wildtype,Cornu aspersum
1.1.1.28,km,0.1,NAD+,wildtype,Haliotis cracherodii
1.1.1.28,km,0.12,NAD+,wildtype,Cornu aspersum
1.1.1.28,km,0.12,NAD+,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,0.16,NAD+,wildtype,Leuconostoc mesenteroides subsp. cremoris
1.1.1.28,km,0.28,NAD+,wildtype,Lactobacillus helveticus
1.1.1.28,km,0.41,NAD+,wildtype,Lactobacillus jensenii
1.1.1.28,km,1.05,NAD+,wildtype,Pediococcus pentosaceus
1.1.1.28,km,1.96,NAD+,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,2.2,NAD+,wildtype,Leuconostoc mesenteroides
1.1.1.28,km,2.58,NAD+,wildtype,Lactobacillus jensenii
1.1.1.28,km,2.75,NAD+,wildtype,Lactobacillus jensenii
1.1.1.28,km,2.9,NAD+,wildtype,Leuconostoc lactis
1.1.1.28,km,0.00021,NADH,wildtype,Limulus polyphemus
1.1.1.28,km,0.001,NADH,wildtype,Lacticaseibacillus casei
1.1.1.28,km,0.01,NADH,wildtype,Cornu aspersum
1.1.1.28,km,0.015,NADH,wildtype,Cornu aspersum
1.1.1.28,km,0.019,NADH,wildtype,Enterococcus faecium
1.1.1.28,km,0.019,NADH,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.02,NADH,wildtype,Haliotis cracherodii
1.1.1.28,km,0.022,NADH,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.028,NADH,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.03,NADH,wildtype,Leuconostoc mesenteroides subsp. cremoris
1.1.1.28,km,0.031,NADH,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.035,NADH,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.036,NADH,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.04,NADH,wildtype,Lactobacillus jensenii
1.1.1.28,km,0.05,NADH,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,0.055,NADH,wildtype,Escherichia coli
1.1.1.28,km,0.071,NADH,wildtype,Lactiplantibacillus plantarum
1.1.1.28,km,0.088,NADH,wildtype,Escherichia coli
1.1.1.28,km,0.09,NADH,wildtype,Escherichia coli
1.1.1.28,km,0.092,NADH,wildtype,Escherichia coli
1.1.1.28,km,0.16,NADH,wildtype,Lactobacillus acidophilus
1.1.1.28,km,0.32,NADH,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,0.5,NADH,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,0.7,NADH,wildtype,Lactobacillus jensenii
1.1.1.28,km,1.2,NADH,wildtype,Limosilactobacillus fermentum
1.1.1.28,km,2.83,NADH,wildtype,Lactobacillus jensenii
1.1.1.28,km,0.07,pyruvate,wildtype,Limulus polyphemus
1.1.1.28,km,0.09,pyruvate,wildtype,Pediococcus acidilactici
1.1.1.28,km,0.1,pyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.12,pyruvate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,0.12,pyruvate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,0.16,pyruvate,wildtype,Haliotis cracherodii
1.1.1.28,km,0.3,pyruvate,wildtype,Leuconostoc mesenteroides subsp. cremoris
1.1.1.28,km,0.3,pyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,0.33,pyruvate,wildtype,Cornu aspersum
1.1.1.28,km,0.34,pyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.36,pyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.42,pyruvate,wildtype,Cornu aspersum
1.1.1.28,km,0.47,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.28,km,0.58,pyruvate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,0.67,pyruvate,wildtype,Staphylococcus sp.
1.1.1.28,km,0.85,pyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,1.0,pyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,1.2,pyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,1.2,pyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,1.4,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.28,km,1.5,pyruvate,wildtype,Enterococcus faecium
1.1.1.28,km,1.5,pyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,1.6,pyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,1.7,pyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,2.5,pyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,2.6,pyruvate,wildtype,Escherichia coli
1.1.1.28,km,2.66,pyruvate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,2.7,pyruvate,wildtype,Lactiplantibacillus plantarum subsp. plantarum
1.1.1.28,km,3.1,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.28,km,3.4,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.28,km,5.9,pyruvate,wildtype,Weizmannia coagulans
1.1.1.28,km,6.5,pyruvate,wildtype,Escherichia coli
1.1.1.28,km,7.2,pyruvate,wildtype,Escherichia coli
1.1.1.28,km,7.6,pyruvate,wildtype,Escherichia coli
1.1.1.28,km,14.8,pyruvate,wildtype,Sporolactobacillus laevolacticus
1.1.1.28,km,1.7,oxaloacetate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,2.2,oxaloacetate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,2.5,oxaloacetate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,7.0,oxaloacetate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,9.0,oxaloacetate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,54.0,oxaloacetate,wildtype,Escherichia coli
1.1.1.28,km,78.8,oxaloacetate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,5.4,glyoxylate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,6.8,glyoxylate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,18.0,glyoxylate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,20.0,glyoxylate,wildtype,Escherichia coli
1.1.1.28,km,100.0,glyoxylate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,0.49,phenylpyruvate,wildtype,Pediococcus pentosaceus
1.1.1.28,km,0.8,phenylpyruvate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,1.68,phenylpyruvate,wildtype,Limosilactobacillus fermentum
1.1.1.28,km,1.73,phenylpyruvate,wildtype,Pediococcus pentosaceus
1.1.1.28,km,2.6,phenylpyruvate,wildtype,Pediococcus acidilactici
1.1.1.28,km,2.83,phenylpyruvate,wildtype,Furfurilactobacillus rossiae
1.1.1.28,km,2.9,phenylpyruvate,wildtype,Pediococcus acidilactici
1.1.1.28,km,3.32,phenylpyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.28,km,7.1,phenylpyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,11.0,phenylpyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,11.4,phenylpyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,0.31,2-oxobutyrate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,0.64,2-oxobutyrate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,2.3,2-oxobutyrate,wildtype,Staphylococcus sp.
1.1.1.28,km,8.1,2-oxobutyrate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,30.0,2-oxobutyrate,wildtype,Escherichia coli
1.1.1.28,km,0.28,Hydroxypyruvate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,0.28,Hydroxypyruvate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,3.0,Hydroxypyruvate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,12.0,Hydroxypyruvate,wildtype,Escherichia coli
1.1.1.28,km,18.0,Hydroxypyruvate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,11.0,2-oxobutanoate,wildtype,Pediococcus acidilactici
1.1.1.28,km,234.0,2-oxobutanoate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,0.8,D-lactate,wildtype,Rhodopseudomonas palustris
1.1.1.28,km,3.5,2-oxoisovalerate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,38.0,3-methyl-2-oxobutanoate,wildtype,Pediococcus acidilactici
1.1.1.28,km,3.8,2-oxoisocaproate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,12.0,2-oxoisocaproate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.68,2-oxovalerate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,4.0,2-oxovalerate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,0.59,(R)-lactate,wildtype,Neisseria meningitidis
1.1.1.28,km,1.9,(R)-lactate,wildtype,Haliotis cracherodii
1.1.1.28,km,3.2,(R)-lactate,wildtype,Cornu aspersum
1.1.1.28,km,3.8,(R)-lactate,wildtype,Limulus polyphemus
1.1.1.28,km,4.8,(R)-lactate,wildtype,Cornu aspersum
1.1.1.28,km,8.5,(R)-lactate,wildtype,Staphylococcus sp.
1.1.1.28,km,9.54,(R)-lactate,wildtype,Weizmannia coagulans
1.1.1.28,km,19.0,(R)-lactate,wildtype,Leuconostoc mesenteroides subsp. cremoris
1.1.1.28,km,20.0,(R)-lactate,wildtype,Limosilactobacillus fermentum
1.1.1.28,km,20.0,(R)-lactate,wildtype,Lactobacillus delbrueckii subsp. lactis
1.1.1.28,km,70.0,(R)-lactate,wildtype,Lactobacillus leichmannii
1.1.1.28,km,70.0,(R)-lactate,wildtype,Lactobacillus jensenii
1.1.1.28,km,87.9,(R)-lactate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,260.0,(R)-lactate,wildtype,Leuconostoc mesenteroides subsp. mesenteroides
1.1.1.28,km,1250.0,(R)-lactate,wildtype,Lactobacillus acidophilus
1.1.1.28,km,8.1,2-Ketobutyrate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,10.0,Bromopyruvate,wildtype,Lactobacillus delbrueckii subsp. bulgaricus
1.1.1.28,km,4.4,alpha-Ketobutyrate,wildtype,Haliotis cracherodii
1.1.1.28,km,10.0,alpha-Ketobutyrate,wildtype,Cornu aspersum
1.1.1.28,km,31.0,2-ketoisocaproate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,19.0,DL-2-hydroxybutyrate,wildtype,Staphylococcus sp.
1.1.1.28,km,13.3,2-ketocaproate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,5.5,2-ketoisovalerate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,17.0,2-ketovalerate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,2.6,2-oxocaproate,wildtype,Fusobacterium nucleatum subsp. nucleatum
1.1.1.28,km,5.8,2-oxocaproate,wildtype,Pseudomonas aeruginosa
1.1.1.28,km,15.5,2-Ketoglutarate,wildtype,Lactiplantibacillus pentosus
1.1.1.28,km,0.09,"3,4-dihydroxyphenylpyruvic acid",wildtype,Limosilactobacillus reuteri
1.1.1.28,km,0.1,"3,4-dihydroxyphenylpyruvic acid",wildtype,Limosilactobacillus reuteri
1.1.1.28,km,1.39,nicotinamide cytosine dinucleotide,wildtype,Lactobacillus helveticus
1.1.1.280,km,5.3,ethyl 3-oxohexanoate,wildtype,Saccharomyces cerevisiae
1.1.1.280,km,13.1,5-Oxohexanoate,wildtype,Saccharomyces cerevisiae
1.1.1.280,km,0.9,ethyl 3-oxobutyrate,wildtype,Saccharomyces cerevisiae
1.1.1.280,km,12.5,benzyl 2-methyl-3-oxobutanoate,wildtype,Klebsiella pneumoniae
1.1.1.280,km,17.1,4-oxopentanoate,wildtype,Saccharomyces cerevisiae
1.1.1.280,km,5.6,2-methyl-3-oxobutanoate,wildtype,Klebsiella pneumoniae
1.1.1.282,km,0.012,NADPH,wildtype,Pinus taeda
1.1.1.282,km,0.0122,NAD+,wildtype,Escherichia coli
1.1.1.282,km,0.018,NAD+,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.0184,NAD+,wildtype,Escherichia coli
1.1.1.282,km,0.087,NAD+,wildtype,Escherichia coli
1.1.1.282,km,0.116,NAD+,wildtype,Escherichia coli
1.1.1.282,km,0.13,NAD+,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.28,NAD+,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.314,NAD+,wildtype,Nicotiana tabacum
1.1.1.282,km,0.43,NAD+,wildtype,Pseudomonas putida
1.1.1.282,km,0.46,NAD+,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.519,NAD+,wildtype,Solanum lycopersicum
1.1.1.282,km,0.565,NAD+,wildtype,Nicotiana tabacum
1.1.1.282,km,0.572,NAD+,wildtype,Pseudomonas putida KT2440
1.1.1.282,km,0.635,NAD+,wildtype,Solanum lycopersicum
1.1.1.282,km,0.71,NAD+,wildtype,Pseudomonas putida
1.1.1.282,km,0.87,NAD+,wildtype,Corynebacterium glutamicum
1.1.1.282,km,1.083,NAD+,wildtype,Pseudomonas putida KT2440
1.1.1.282,km,0.001,NADP+,wildtype,Pinus taeda
1.1.1.282,km,0.007,NADP+,wildtype,Pinus taeda
1.1.1.282,km,0.1,NADP+,wildtype,Escherichia coli
1.1.1.282,km,0.219,NADP+,wildtype,Brassica rapa
1.1.1.282,km,0.271,NADP+,wildtype,Brassica napus
1.1.1.282,km,0.438,NADP+,wildtype,Brassica napus
1.1.1.282,km,0.487,NADP+,wildtype,Brassica rapa
1.1.1.282,km,0.5,NADP+,wildtype,Escherichia coli
1.1.1.282,km,0.519,NADP+,wildtype,Solanum lycopersicum
1.1.1.282,km,0.635,NADP+,wildtype,Solanum lycopersicum
1.1.1.282,km,2.65,NADP+,wildtype,Pseudomonas putida
1.1.1.282,km,0.0029,shikimate,wildtype,Escherichia coli
1.1.1.282,km,0.02,shikimate,wildtype,Escherichia coli
1.1.1.282,km,0.12,shikimate,wildtype,Escherichia coli
1.1.1.282,km,0.187,shikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.26,shikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.392,shikimate,wildtype,Populus trichocarpa
1.1.1.282,km,0.8,shikimate,wildtype,Pinus taeda
1.1.1.282,km,0.82,shikimate,wildtype,Pinus taeda
1.1.1.282,km,0.833,shikimate,wildtype,Populus trichocarpa
1.1.1.282,km,1.18,shikimate,wildtype,Neurospora crassa
1.1.1.282,km,1.299,shikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,2.18,shikimate,wildtype,Pseudomonas putida
1.1.1.282,km,3.38,shikimate,wildtype,Pseudomonas putida
1.1.1.282,km,4.2,shikimate,wildtype,Pseudomonas putida KT2440
1.1.1.282,km,5.25,shikimate,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,10.16,shikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,55.88,shikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.107,quinate,wildtype,Nicotiana tabacum
1.1.1.282,km,0.129,quinate,wildtype,Brassica rapa
1.1.1.282,km,0.185,quinate,wildtype,Solanum lycopersicum
1.1.1.282,km,0.185,quinate,wildtype,Solanum lycopersicum
1.1.1.282,km,0.189,quinate,wildtype,Brassica napus
1.1.1.282,km,0.783,quinate,wildtype,Pseudomonas putida KT2440
1.1.1.282,km,0.42,3-dehydroquinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,1.141,3-dehydroquinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.65,3-acetylpyridine adenine dinucleotide,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,0.48,nicotinamide hypoxanthine dinucleotide,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,0.0091,L-quinate,wildtype,Escherichia coli
1.1.1.282,km,0.041,L-quinate,wildtype,Escherichia coli
1.1.1.282,km,0.321,L-quinate,wildtype,Populus trichocarpa
1.1.1.282,km,0.334,L-quinate,wildtype,Populus trichocarpa
1.1.1.282,km,0.37,L-quinate,wildtype,Neurospora crassa
1.1.1.282,km,0.444,L-quinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.555,L-quinate,wildtype,Escherichia coli
1.1.1.282,km,0.677,L-quinate,wildtype,Pinus taeda
1.1.1.282,km,1.56,L-quinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,1.88,L-quinate,wildtype,Pseudomonas putida
1.1.1.282,km,2.38,L-quinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,2.541,L-quinate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,2.95,L-quinate,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,3.6,L-quinate,wildtype,Pinus taeda
1.1.1.282,km,0.2,3-dehydroshikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,5.933,3-dehydroshikimate,wildtype,Corynebacterium glutamicum
1.1.1.282,km,0.15,beta-NAD+,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,1.0,dehydroquinate,wildtype,Pinus taeda
1.1.1.282,km,5.3,dehydroquinate,wildtype,Pinus taeda
1.1.1.282,km,2.47,"t-3,t-4-dihydroxycyclohexane-c-1-carboxylate",wildtype,Rhodococcus rhodochrous
1.1.1.282,km,2.56,dihydroshikimate,wildtype,Rhodococcus rhodochrous
1.1.1.282,km,0.51,"oxidized nicotinamide 1,N6-ethanoadenine dinucleotide",wildtype,Rhodococcus rhodochrous
1.1.1.283,km,0.0002,NADPH,wildtype,Saccharomyces cerevisiae
1.1.1.283,km,0.0068,NADPH,wildtype,Aspergillus niger
1.1.1.283,km,0.028,NADPH,wildtype,Kluyveromyces marxianus
1.1.1.283,km,0.034,NADPH,wildtype,Kluyveromyces marxianus
1.1.1.283,km,0.0408,NADPH,wildtype,Cyberlindnera mrakii
1.1.1.283,km,0.054,NADPH,wildtype,Aspergillus niger
1.1.1.283,km,1.0,NADPH,wildtype,Methanocaldococcus jannaschii
1.1.1.283,km,445.0,D-glucose,wildtype,Synechococcus sp.
1.1.1.283,km,160.0,D-galactose,wildtype,Synechococcus sp.
1.1.1.283,km,104.0,D-xylose,wildtype,Synechococcus sp.
1.1.1.283,km,1.69,benzaldehyde,wildtype,Synechococcus sp.
1.1.1.283,km,234.0,L-arabinose,wildtype,Synechococcus sp.
1.1.1.283,km,1.54,Phenylglyoxal,wildtype,Saccharomyces cerevisiae
1.1.1.283,km,4.35,Phenylglyoxal,wildtype,Aspergillus niger
1.1.1.283,km,0.08,methylglyoxal,wildtype,Synechococcus sp.
1.1.1.283,km,0.7,methylglyoxal,wildtype,Aspergillus niger
1.1.1.283,km,1.43,methylglyoxal,wildtype,Aspergillus niger
1.1.1.283,km,1.6,methylglyoxal,wildtype,Methanocaldococcus jannaschii
1.1.1.283,km,1.92,methylglyoxal,wildtype,Cyberlindnera mrakii
1.1.1.283,km,5.88,methylglyoxal,wildtype,Saccharomyces cerevisiae
1.1.1.283,km,15.4,methylglyoxal,wildtype,Aspergillus niger
1.1.1.283,km,0.56,DL-glyceraldehyde,wildtype,Synechococcus sp.
1.1.1.283,km,0.85,4-nitrobenzaldehyde,wildtype,Synechococcus sp.
1.1.1.283,km,10.0,Glyoxal,wildtype,Aspergillus niger
1.1.1.283,km,0.91,3-Nitrobenzaldehyde,wildtype,Synechococcus sp.
1.1.1.283,km,0.31,2-nitrobenzaldehyde,wildtype,Synechococcus sp.
1.1.1.283,km,0.43,methyl glyoxal,wildtype,Kluyveromyces marxianus
1.1.1.283,km,1.6,methyl glyoxal,wildtype,Kluyveromyces marxianus
1.1.1.283,km,1.33,isopentaldehyde,wildtype,Synechococcus sp.
1.1.1.284,km,0.045,NADPH,wildtype,Homo sapiens
1.1.1.284,km,0.045,NADPH,wildtype,Homo sapiens
1.1.1.284,km,0.0033,NAD+,wildtype,Homo sapiens
1.1.1.284,km,0.0065,NAD+,wildtype,Pisum sativum
1.1.1.284,km,0.007,NAD+,wildtype,Homo sapiens
1.1.1.284,km,0.008,NAD+,wildtype,Branchiostoma floridae
1.1.1.284,km,0.009,NAD+,wildtype,Homo sapiens
1.1.1.284,km,0.0093,NAD+,wildtype,Homo sapiens
1.1.1.284,km,0.01,NAD+,wildtype,Rattus norvegicus
1.1.1.284,km,0.0136,NAD+,wildtype,Homo sapiens
1.1.1.284,km,0.025,NAD+,wildtype,[Candida] boidinii
1.1.1.284,km,0.031,NAD+,wildtype,Zea mays
1.1.1.284,km,0.031,NAD+,wildtype,Canis lupus familiaris
1.1.1.284,km,0.04,NAD+,wildtype,Solanum lycopersicum
1.1.1.284,km,0.045,NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.284,km,0.05,NAD+,wildtype,[Candida] boidinii
1.1.1.284,km,0.068,NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.284,km,0.09,NAD+,wildtype,[Candida] boidinii
1.1.1.284,km,0.09,NAD+,wildtype,[Candida] boidinii
1.1.1.284,km,0.12,NAD+,wildtype,Komagataella pastoris
1.1.1.284,km,0.14,NAD+,wildtype,Pisum sativum
1.1.1.284,km,0.15,NAD+,wildtype,Pseudomonas putida
1.1.1.284,km,0.24,NAD+,wildtype,Komagataella pastoris
1.1.1.284,km,0.31,NAD+,wildtype,Schwanniomyces vanrijiae
1.1.1.284,km,0.0002,NADH,wildtype,Homo sapiens
1.1.1.284,km,0.0042,NADH,wildtype,Homo sapiens
1.1.1.284,km,0.0042,NADH,wildtype,Homo sapiens
